,budget,genres,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,collection_id,collection_name,release_year,returncon
405,0,"Comedy, Family, Fantasy",2758,17.555909,1993-11-19,48919043,94.0,Addams Family Values,6.5,537,11716.0,Addams Family Collection,1993,0.0
406,0,Comedy,38129,0.394194,1994-04-27,0,84.0,Martin Lawrence: You So Crazy,4.5,4,,,1994,0.0
407,34000000,"Drama, Romance",10436,8.013617,1993-09-17,32255440,139.0,The Age of Innocence,7.0,172,,,1993,0.9486894117647059
408,0,"Comedy, Crime, Music",13595,7.09232,1994-08-05,0,92.0,Airheads,5.8,222,,,1994,0.0
409,17080000,"Comedy, Family",46094,1.896273,1994-01-07,21011500,107.0,The Air Up There,5.1,42,,,1994,1.2301814988290398
410,0,"Action, Comedy",9409,12.967239,1993-07-22,0,105.0,Another Stakeout,4.9,58,162028.0,Stakeout Collection,1993,0.0
411,0,"Action, Adventure, Comedy, Drama, Western",11853,14.644772,1994-04-22,15240435,99.0,Bad Girls,4.6,61,,,1994,0.0
412,3200000,"Comedy, Drama, Romance",16771,1.632711,1994-07-29,0,100.0,Barcelona,6.6,20,,,1994,0.0
413,40000000,"Drama, Comedy, Fantasy",46924,2.783872,1994-05-06,0,122.0,Being Human,5.0,15,,,1994,0.0
414,0,Comedy,11041,5.673735,1993-10-15,0,93.0,The Beverly Hillbillies,5.0,86,,,1993,0.0
415,50000000,"Action, Comedy, Crime",306,11.787784,1994-05-24,119208989,104.0,Beverly Hills Cop III,5.5,445,85861.0,Beverly Hills Cop Collection,1994,2.38417978
416,0,"Action, Adventure, Drama, Family",14522,8.398845,1994-07-29,0,88.0,Black Beauty,6.6,68,,,1994,0.0
417,0,"Mystery, Crime, Drama, Thriller",26203,3.00282,1994-01-26,16668552,106.0,Blink,6.3,45,,,1994,0.0
418,0,"Drama, Action, Thriller",178,13.155071,1994-07-01,30156002,121.0,Blown Away,6.0,126,,,1994,0.0
419,0,Drama,19819,6.131056,1994-02-18,0,108.0,Blue Chips,5.7,41,,,1994,0.0
420,0,"Drama, Romance",57834,4.993829,1994-09-16,0,101.0,Blue Sky,6.1,28,,,1994,0.0
421,13000000,"Horror, Science Fiction, Thriller",4722,6.559693,1993-06-09,428868,87.0,Body Snatchers,5.8,102,,,1993,0.032989846153846154
422,0,"Drama, Romance",18215,4.304224,1993-06-18,1796389,107.0,Boxing Helena,4.5,59,,,1993,0.0
423,22000000,"Drama, Crime",1607,6.115628,1993-09-14,17287898,121.0,A Bronx Tale,7.4,447,,,1993,0.7858135454545454
424,0,Comedy,26391,1.679042,1994-01-07,3662459,80.0,Cabin Boy,4.9,28,,,1994,0.0
425,13000000,"Drama, Comedy",117553,1.316741,1993-09-03,2570145,90.0,Calendar Girl,3.7,10,,,1993,0.19770346153846155
426,30000000,"Action, Crime, Drama, Thriller",6075,8.698509,1993-11-10,36516012,144.0,Carlito's Way,7.7,805,,,1993,1.2172004
427,0,"Action, Comedy, Drama, Western",11310,8.605703,1994-06-10,0,116.0,City Slickers II: The Legend of Curly's Gold,4.9,103,150156.0,City Slickers Collection,1994,0.0
428,0,"Comedy, Thriller, Mystery",18658,2.724621,1994-05-06,7355425,107.0,Clean Slate,5.7,25,,,1994,0.0
429,70000000,"Action, Adventure, Thriller",9350,9.830853,1993-05-28,255000211,112.0,Cliffhanger,6.1,600,,,1993,3.642860157142857
430,0,"Comedy, Science Fiction, Family",9612,10.722729,1993-07-23,0,88.0,Coneheads,4.8,228,,,1993,0.0
431,40000000,"Drama, Mystery, Romance, Thriller",2124,14.228963,1994-08-19,19726050,121.0,Color of Night,5.4,117,,,1994,0.49315125
432,0,"Action, Comedy, Family",26261,7.042878,1994-04-15,0,93.0,Cops & Robbersons,5.0,36,,,1994,0.0
433,0,"Western, Action, Comedy",19176,4.286279,1994-06-03,0,102.0,The Cowboy Way,5.1,38,,,1994,0.0
434,0,Drama,49299,2.70097,1993-11-19,0,108.0,Dangerous Game,5.4,9,,,1993,0.0
435,0,Comedy,11566,13.696394,1993-05-07,63000000,110.0,Dave,6.3,205,,,1993,0.0
436,6900000,"Comedy, Drama",9571,6.8652,1993-09-24,7993039,102.0,Dazed and Confused,7.4,588,,,1993,1.1584114492753623
437,57000000,"Crime, Action, Science Fiction",9739,11.626116,1993-10-08,159055768,115.0,Demolition Man,6.4,1018,,,1993,2.7904520701754385
438,0,Documentary,24257,0.408159,1994-06-03,0,109.0,The Endless Summer 2,7.1,12,252313.0,The Endless Summer Collection,1994,0.0
439,8000000,"Western, Drama, Comedy, Romance",34444,2.970724,1994-05-13,0,96.0,Even Cowgirls Get the Blues,4.2,29,,,1994,0.0
440,0,Comedy,26141,3.555139,1993-10-29,0,91.0,Fatal Instinct,5.4,37,,,1993,0.0
441,0,Drama,10997,4.875827,1993-09-16,0,171.0,Farewell My Concubine,7.8,98,,,1993,0.0
442,0,"Drama, Comedy, Romance",50463,1.344876,1994-04-29,0,97.0,The Favor,3.3,6,,,1994,0.0
443,0,Drama,10443,9.284624,1993-10-15,0,122.0,Fearless,6.8,80,,,1993,0.0
444,0,Comedy,20239,0.985441,1994-10-28,0,88.0,Fear of a Black Hat,5.8,11,,,1994,0.0
445,0,"Comedy, Drama",16297,2.969003,1994-04-29,0,103.0,With Honors,6.1,54,,,1994,0.0
446,0,"Drama, Mystery, Romance",18551,1.896869,1993-11-05,9488998,126.0,Flesh and Bone,6.2,22,,,1993,0.0
447,0,"Comedy, Thriller, Mystery, Romance, Foreign",25440,0.409427,1994-05-13,0,101.0,Widows' Peak,4.3,3,,,1994,0.0
448,30000000,"Comedy, Romance",9024,8.468869,1993-10-01,11146270,94.0,For Love or Money,5.7,77,,,1993,0.3715423333333333
449,42000000,"Drama, Mystery, Thriller",37233,9.678367,1993-06-30,270248367,154.0,The Firm,6.6,513,,,1993,6.434484928571429
450,20000000,"Family, Adventure",1634,5.990572,1993-07-16,153698625,112.0,Free Willy,6.0,429,9328.0,Free Willy Collection,1993,7.68493125
451,0,"Crime, Drama, Thriller",13815,3.970215,1994-08-24,0,114.0,Fresh,7.6,56,,,1994,0.0
452,44000000,"Adventure, Action, Thriller, Crime, Mystery",5503,10.08937,1993-08-06,368875760,130.0,The Fugitive,7.2,1240,134011.0,The Fugitive / U.S. Marshals Collection,1993,8.38354
453,35000000,"History, Action, Drama, Western",35588,4.653462,1993-12-10,18635620,115.0,Geronimo: An American Legend,5.9,44,,,1993,0.5324462857142858
454,0,"Drama, Action, Thriller",2087,14.214403,1994-02-11,30,115.0,The Getaway,5.4,81,,,1994,0.0
455,30000000,"Family, Comedy, Crime",41579,2.410545,1994-06-17,0,109.0,Getting Even with Dad,4.5,43,,,1994,0.0
456,0,"Drama, Romance",18620,0.775898,1994-06-10,0,83.0,Go Fish,3.9,5,,,1994,0.0
457,0,"Comedy, Drama",41006,5.22583,1994-07-14,0,94.0,A Good Man in Africa,5.2,11,,,1994,0.0
458,0,"Drama, Thriller",4916,5.385108,1993-06-04,22886222,107.0,Guilty as Sin,5.6,21,,,1993,0.0
459,18000000,"Action, Adventure, Crime, Thriller",2019,7.834351,1993-08-20,74189677,97.0,Hard Target,6.1,237,412680.0,Hard Target Collection,1993,4.121648722222222
460,33000000,"History, War, Action, Drama",31642,4.190541,1993-12-24,0,140.0,Heaven & Earth,6.4,51,,,1993,0.0
461,25000000,"Action, Comedy, War",9255,13.482371,1993-05-21,133752825,86.0,Hot Shots! Part Deux,6.2,463,52988.0,Hot Shots! Collection,1993,5.350113
462,0,Comedy,26271,2.138959,1995-12-08,0,95.0,Live Nude Girls,4.7,12,,,1995,0.0
463,0,"Drama, Comedy, Romance",10612,5.331753,1995-05-12,0,99.0,The Englishman Who Went Up a Hill But Came Down a Mountain,6.1,83,,,1995,0.0
464,25000000,"Romance, Drama",2259,10.687795,1993-10-19,0,140.0,The House of the Spirits,6.7,135,,,1993,0.0
465,0,Comedy,16097,0.996047,1994-01-01,0,100.0,House Party 3,4.6,11,159600.0,House Party Collection,1994,0.0
466,30000000,"Comedy, Drama",11934,7.550545,1994-03-11,0,111.0,The Hudsucker Proxy,7.1,280,,,1994,0.0
467,40000000,"Comedy, Drama",106143,1.742974,1994-02-04,0,115.0,I'll Do Anything,5.7,18,,,1994,0.0
468,0,Comedy,12475,6.071466,1994-08-12,28881266,91.0,In the Army Now,4.7,54,,,1994,0.0
469,40000000,"Action, Drama, Thriller, Crime, Mystery",9386,12.637158,1993-07-08,176997168,128.0,In the Line of Fire,6.8,392,,,1993,4.4249292
470,13000000,Drama,7984,7.405895,1993-12-12,65796862,133.0,In the Name of the Father,7.6,363,,,1993,5.0612970769230765
471,0,"Comedy, Drama, Romance",59930,0.613335,1994-04-22,8880705,110.0,The Inkwell,3.9,5,,,1994,0.0
472,0,"Drama, Music",15765,14.820883,1993-06-09,0,118.0,What's Love Got to Do with It,6.9,75,,,1993,0.0
473,30000000,Comedy,31643,4.563989,1994-03-30,0,112.0,Jimmy Hollywood,4.6,17,,,1994,0.0
474,0,"Action, Thriller, Crime",6,5.538671,1993-10-15,12136938,110.0,Judgment Night,6.4,79,,,1993,0.0
475,63000000,"Adventure, Science Fiction",329,8.863776,1993-06-11,920100000,127.0,Jurassic Park,7.6,4956,328.0,Jurassic Park Collection,1993,14.604761904761904
476,9000000,"Thriller, Crime",10909,8.4337,1993-09-01,2395231,117.0,Kalifornia,6.5,209,,,1993,0.2661367777777778
477,1500000,"Action, Crime, Drama, Thriller",507,4.948569,1993-10-01,418961,96.0,Killing Zoe,6.1,111,,,1993,0.27930733333333335
478,0,Drama,34024,4.375347,1993-08-20,0,103.0,King of the Hill,6.4,33,,,1993,0.0
479,0,"Action, Adventure, Drama, Family",29918,3.645342,1994-07-22,0,94.0,Lassie,6.1,54,,,1994,0.0
480,85000000,"Adventure, Fantasy, Action, Comedy, Family",9593,9.434006,1993-06-18,137298489,130.0,Last Action Hero,6.1,725,,,1993,1.6152763411764706
481,0,"Comedy, Family",42580,6.446229,1993-06-04,0,91.0,Life With Mikey,5.1,24,,,1993,0.0
482,0,"Action, Comedy, Western",22317,2.913584,1994-03-11,0,98.0,Lightning Jack,5.7,40,,,1994,0.0
483,0,"Drama, Romance",1413,6.516976,1993-09-09,1499795,101.0,M. Butterfly,6.6,35,,,1993,0.0
484,22000000,Comedy,12121,5.43085,1993-05-27,0,111.0,Made in America,5.3,86,,,1993,0.0
485,0,"Drama, Crime",2246,9.861672,1993-09-29,46405336,107.0,Malice,5.9,105,,,1993,0.0
486,0,Drama,10502,5.997712,1993-08-25,24760338,114.0,The Man without a Face,6.2,125,,,1993,0.0
487,13500000,"Comedy, Mystery",10440,8.939404,1993-08-18,11285588,104.0,Manhattan Murder Mystery,7.1,169,,,1993,0.8359694814814815
488,3500000,"Drama, Action, Crime",9516,5.260924,1993-05-26,27900000,97.0,Menace II Society,7.2,179,,,1993,7.9714285714285715
489,55000000,"Action, Adventure, Drama, Thriller",2320,13.106291,1996-03-15,121969216,133.0,Executive Decision,5.8,261,,,1996,2.217622109090909
490,0,"Drama, Romance",5879,8.932494,1976-05-15,0,105.0,In the Realm of the Senses,6.5,112,,,1976,0.0
491,0,"Thriller, Comedy, Drama, Romance",83718,0.534606,1994-09-09,0,91.0,What Happened Was...,7.0,7,,,1994,0.0
492,8000000,"Drama, Comedy, Romance",11971,8.62724,1993-05-07,0,111.0,Much Ado About Nothing,7.2,194,,,1993,0.0
493,0,"Drama, Romance",2625,6.579753,1993-10-08,0,114.0,Mr. Jones,5.9,35,,,1993,0.0
494,0,"Comedy, Romance",31911,13.011091,1993-10-15,0,98.0,Mr. Wonderful,5.5,11,,,1993,0.0
495,25000000,"Comedy, Drama, Family",788,11.16553,1993-11-24,441286195,125.0,Mrs. Doubtfire,7.0,1638,,,1993,17.6514478
496,0,"Comedy, Drama",21450,8.665198,1993-09-14,0,131.0,Naked,7.5,105,,,1993,0.0
497,12000000,Adventure,11231,9.9697,1994-07-18,15826984,107.0,The Next Karate Kid,4.8,202,8580.0,The Karate Kid Collection,1994,1.3189153333333334
498,0,"Comedy, Drama",41588,0.596207,1994-09-16,0,112.0,The New Age,4.8,5,,,1994,0.0
499,20000000,"Action, Drama, Science Fiction, Thriller",10447,9.715187,1994-04-29,15340000,118.0,No Escape,6.1,86,,,1994,0.767
500,40000000,"Comedy, Drama, Family, Fantasy, Science Fiction",31586,15.534707,1994-07-22,0,87.0,North,4.8,67,,,1994,0.0
501,4000000,"Romance, Drama, Fantasy",9300,3.800785,1992-09-01,0,93.0,Orlando,6.7,53,,,1992,0.0
502,30000000,"Crime, Drama, Thriller",9559,8.040589,1993-11-24,135130999,138.0,A Perfect World,7.2,376,,,1993,4.504366633333333
503,26000000,Drama,9800,13.373006,1993-12-22,206678440,125.0,Philadelphia,7.6,1019,,,1993,7.949170769230769
504,7000000,"Drama, Romance",713,7.436758,1993-05-19,116700000,121.0,The Piano,7.1,290,,,1993,16.67142857142857
505,14000000,"Drama, Romance",8291,6.972599,1993-07-23,27515786,109.0,Poetic Justice,6.9,47,,,1993,1.9654132857142856
506,0,Drama,18133,3.199976,1993-09-24,23042200,112.0,The Program,6.0,28,,,1993,0.0
507,0,"Horror, Science Fiction, Thriller",25557,7.272296,1994-10-21,8638072,109.0,The Puppet Masters,5.6,41,,,1994,0.0
508,0,"Comedy, Crime, Drama, Music, Mystery, Romance",22588,8.506727,1994-10-21,0,108.0,Radioland Murders,5.8,12,,,1994,0.0
509,11000000,Comedy,10872,5.868677,1994-03-09,11439193,97.0,The Ref,6.7,99,,,1994,1.0399266363636364
510,11500000,"Drama, Romance",1245,12.222576,1993-11-05,23237911,134.0,The Remains of the Day,7.5,213,,,1993,2.0206879130434783
511,40000000,"Comedy, War",11858,4.985157,1994-06-03,24332324,128.0,Renaissance Man,5.9,83,,,1994,0.6083081
512,0,"Action, Drama, Thriller",7007,6.279082,1993-07-30,107198790,125.0,Rising Sun,5.8,188,,,1993,0.0
513,0,"Comedy, Romance",10467,3.416181,1994-10-28,0,118.0,The Road to Wellville,5.5,43,,,1994,0.0
514,22000000,"Action, Adventure, Crime, Science Fiction, Thriller",5550,8.685798,1993-04-17,10696210,104.0,RoboCop 3,4.2,309,5547.0,RoboCop Collection,1993,0.4861913636363636
515,20000000,Comedy,8005,17.136672,1993-07-28,35739755,104.0,Robin Hood: Men in Tights,6.4,575,,,1993,1.78698775
516,11500000,"Action, Crime, Drama, Thriller",2088,9.796318,1993-09-13,3275585,100.0,Romeo Is Bleeding,5.7,36,,,1993,0.2848334782608696
517,0,"Action, Drama, Thriller",10412,5.157926,1992-03-05,0,94.0,Romper Stomper,6.6,126,,,1992,0.0
518,800000,"Drama, Romance",47889,0.941994,1993-10-08,1001437,114.0,Ruby in Paradise,5.6,10,,,1993,1.25179625
519,12000000,Drama,14534,5.914833,1993-09-17,22750363,114.0,Rudy,7.2,187,,,1993,1.8958635833333333
520,0,Drama,56583,1.065843,1993-11-03,0,99.0,The Saint of Fort Washington,4.0,5,,,1993,0.0
521,0,Drama,41878,1.031556,1992-08-19,0,126.0,Savage Nights,6.2,11,,,1992,0.0
522,22000000,"Drama, History, War",424,41.725123,1993-11-29,321365567,195.0,Schindler's List,8.3,4436,,,1993,14.607525772727273
523,0,"Comedy, Drama",35233,5.715608,1994-09-30,0,101.0,The Scout,5.3,37,,,1994,0.0
524,0,Drama,14291,12.048587,1993-08-13,7266383,110.0,Searching for Bobby Fischer,7.3,100,,,1993,0.0
525,0,Drama,103413,0.882596,1994-09-30,0,105.0,Second Best,5.9,8,,,1994,0.0
526,0,"Drama, Family, Fantasy",11236,6.499523,1993-08-13,0,102.0,The Secret Garden,7.1,232,462565.0,The Secret Garden Collection,1993,0.0
527,13000000,"Comedy, Crime, Horror, Thriller",11592,5.305311,1994-04-13,7820688,95.0,Serial Mom,6.4,137,,,1994,0.6015913846153846
528,25000000,"Adventure, Fantasy, Action, Thriller, Science Fiction",8850,7.881107,1994-07-01,48063435,108.0,The Shadow,5.4,140,105075.0,The Shadow Collection,1994,1.9225374
529,22000000,"Drama, Romance",10445,2.96586,1993-12-25,0,131.0,Shadowlands,6.8,61,,,1993,0.0
530,0,"Comedy, Drama",695,8.829337,1993-09-05,6110979,187.0,Short Cuts,6.9,136,,,1993,0.0
531,0,"Drama, Family",43535,4.13516,1994-09-02,0,106.0,A Simple Twist of Fate,5.7,26,,,1994,0.0
532,0,"Comedy, Drama",12519,2.86213,1993-10-01,7770731,98.0,Sirens,5.2,31,,,1993,0.0
533,0,"Mystery, Drama, Comedy",23210,8.730025,1993-12-08,0,112.0,Six Degrees of Separation,6.5,75,,,1993,0.0
534,21000000,"Comedy, Drama, Romance",858,10.234919,1993-06-24,227799884,105.0,Sleepless in Seattle,6.5,630,,,1993,10.847613523809525
535,40000000,"Drama, Thriller",867,11.23297,1993-05-21,116300000,108.0,Sliver,4.9,144,,,1993,2.9075
536,28000000,"Science Fiction, Drama, Thriller",78,96.272374,1982-06-25,33139618,117.0,Blade Runner,7.9,3833,422837.0,Blade Runner Collection,1982,1.1835577857142856
537,0,"Comedy, Drama, Romance",13203,9.122718,1993-07-02,36448200,95.0,Son in Law,5.6,81,,,1993,0.0
538,20000000,"Comedy, Crime, Romance",10442,8.051914,1993-07-30,11585483,93.0,So I Married an Axe Murderer,6.1,131,,,1993,0.57927415
539,30,"Crime, Action, Mystery, Thriller",11074,13.390917,1993-09-17,0,102.0,Striking Distance,5.4,223,,,1993,0.0
540,0,"History, Drama, Romance",33367,1.825468,1985-11-20,0,113.0,Harem,4.0,4,,,1985,0.0
541,48000000,"Adventure, Comedy, Family, Fantasy",9607,7.198455,1993-05-28,20915465,104.0,Super Mario Bros.,4.0,236,,,1993,0.4357388541666667
542,7400000,"Action, Adventure, Thriller, Crime",17585,3.644641,1994-04-15,7690013,96.0,Surviving the Game,6.1,53,,,1994,1.0391909459459459
543,50000000,"Action, Thriller",9057,8.012225,1994-09-23,16478900,102.0,Terminal Velocity,5.0,82,,,1994,0.329578
544,0,"Drama, Music",20967,0.873068,1993-11-26,0,93.0,Thirty Two Short Films About Glenn Gould,7.4,9,,,1993,0.0
545,0,"Comedy, Drama, Family, Romance",10635,10.82236,1994-04-08,0,93.0,Threesome,6.3,57,,,1994,0.0
546,18000000,"Fantasy, Animation, Family",9479,17.730913,1993-10-09,75634409,76.0,The Nightmare Before Christmas,7.6,2135,,,1993,4.201911611111111
547,30000000,"Action, Adventure, Comedy",10057,6.34785,1993-11-11,53898845,105.0,The Three Musketeers,6.2,219,,,1993,1.7966281666666666
548,25000000,"Action, Adventure, Drama, History, Western",11969,11.338194,1993-12-25,56505065,130.0,Tombstone,7.4,632,,,1993,2.2602026
549,0,"Drama, Action, Thriller",41590,0.85586,1994-09-09,0,107.0,Trial by Jury,5.5,5,,,1994,0.0
550,12500000,"Action, Thriller, Crime, Romance",319,17.189328,1993-09-09,12281551,120.0,True Romance,7.5,762,,,1993,0.98252408
551,0,"Documentary, History",26408,1.273617,1993-12-05,0,96.0,The War Room,7.3,19,,,1993,0.0
552,27000000,"Fantasy, Science Fiction, Family, Animation",15139,7.436001,1994-11-23,13670688,80.0,The Pagemaster,6.2,178,,,1994,0.5063217777777778
553,0,"Drama, Comedy",161158,0.741522,1994-02-04,0,112.0,"Paris, France",6.0,2,,,1994,0.0
554,0,,218473,0.38247,1994-01-01,0,0.0,"The Beans of Egypt, Maine",0.0,1,,,1994,0.0
555,0,"Thriller, Drama, Romance",85247,0.422224,1994-09-14,0,97.0,Killer,3.0,2,,,1994,0.0
556,0,"Comedy, Drama",11446,5.14056,1995-05-24,0,88.0,Welcome to the Dollhouse,6.9,103,,,1995,0.0
557,0,"Drama, Romance",51980,2.759302,1993-09-29,0,160.0,Germinal,6.3,43,,,1993,0.0
558,0,"Comedy, Romance",24405,9.85327,1994-04-22,1596687,102.0,Chasers,4.7,22,,,1994,0.0
559,0,"Drama, Horror, Thriller",11655,5.513024,1993-09-12,0,94.0,Cronos,6.4,153,,,1993,0.0
560,0,"Comedy, Romance",11800,0.449733,1993-11-10,0,95.0,Naked in New York,4.0,3,,,1993,0.0
561,0,"Comedy, Drama",8223,3.647321,1993-10-28,0,117.0,Kika,6.8,58,,,1993,0.0
562,0,"Comedy, Drama",14587,0.441585,1994-01-21,0,100.0,Bhaji on the Beach,5.1,10,,,1994,0.0
563,0,"Comedy, Family",31504,1.960563,1994-06-29,0,119.0,Little Big League,6.0,20,,,1994,0.0
564,0,Drama,41653,1.764582,1993-09-24,0,102.0,The Slingshot,6.2,10,,,1993,0.0
565,0,"TV Movie, Drama, Romance, Comedy",53185,0.00015,1993-09-05,0,102.0,Wide Eyed and Legless,0.0,0,,,1993,0.0
566,0,"Drama, Romance",95743,0.002789,1994-07-29,0,90.0,Foreign Student,0.0,0,,,1994,0.0
567,0,"Comedy, Foreign",23637,3.456868,1992-10-01,0,100.0,"Ciao, Professore!",7.2,74,,,1992,0.0
568,200000,"Comedy, Drama",17600,2.799575,1994-01-15,0,106.0,Spanking the Monkey,5.3,29,,,1994,0.0
569,0,"Romance, Comedy, Family",10897,6.707109,1994-08-05,67308282,82.0,The Little Rascals,6.3,214,,,1994,0.0
570,0,Comedy,349394,8.2e-05,1993-09-10,0,82.0,À la mode,0.0,0,,,1993,0.0
571,0,"Drama, Family, Adventure",21352,3.139316,1994-08-17,0,94.0,Andre,5.0,31,,,1994,0.0
572,0,"Thriller, Crime, Drama",68806,0.046196,1993-01-01,0,92.0,The Escort,5.0,5,,,1993,0.0
573,0,"Comedy, Drama, History, Mystery",37345,1.943323,1994-09-16,3021629,97.0,Princess Caraboo,4.4,5,,,1994,0.0
574,0,"History, Documentary",32562,6.784687,1996-01-30,0,102.0,The Celluloid Closet,7.0,24,,,1996,0.0
575,0,"Drama, Comedy, Romance, Foreign",47507,1.040873,1993-01-01,0,94.0,Café au Lait,6.8,4,,,1993,0.0
576,0,"Comedy, Drama",25403,2.904734,1993-10-12,0,100.0,Dear Diary,6.9,46,,,1993,0.0
577,0,"Romance, Drama",124304,1.213481,1993-05-20,0,106.0,I Don't Want to Talk About It,6.0,1,,,1993,0.0
578,0,Comedy,9066,4.233092,1995-02-16,0,84.0,The Brady Bunch Movie,5.9,87,224478.0,The Brady Bunch Collection,1995,0.0
579,18000000,"Comedy, Family",771,0.702543,1990-11-09,476684675,103.0,Home Alone,7.1,2487,9888.0,Home Alone Collection,1990,26.482481944444444
580,22000000,"Fantasy, Drama, Thriller, Mystery, Romance",251,11.945397,1990-07-12,505000000,127.0,Ghost,6.9,1381,,,1990,22.954545454545453
581,28000000,"Animation, Family, Comedy, Adventure, Fantasy, Romance",812,16.357419,1992-11-25,504050219,90.0,Aladdin,7.4,3495,86027.0,Aladdin Collection,1992,18.001793535714285
582,100000000,"Action, Thriller, Science Fiction",280,22.661695,1991-07-01,520000000,137.0,Terminator 2: Judgment Day,7.7,4274,528.0,The Terminator Collection,1991,5.2
583,22000000,"Adventure, Drama, Western",581,11.654349,1990-11-09,424208848,181.0,Dances with Wolves,7.6,1084,,,1990,19.282220363636362
584,0,"Thriller, Action, Drama",80350,0.426887,1995-02-14,0,92.0,Tough and Deadly,6.3,4,,,1995,0.0
585,35000000,"Fantasy, Action",268,19.10673,1989-06-23,411348924,126.0,Batman,7.0,2145,120794.0,Batman Collection,1989,11.7528264
586,19000000,"Crime, Drama, Thriller",274,4.307222,1991-02-01,272742922,119.0,The Silence of the Lambs,8.1,4549,9743.0,The Hannibal Lecter Anthology,1991,14.354890631578947
587,1488423,"Fantasy, Animation, Family",408,16.263878,1937-12-20,184925486,83.0,Snow White and the Seven Dwarfs,6.9,1973,,,1937,124.24256142239135
588,25000000,"Romance, Family, Animation, Fantasy, Music",10020,23.433511,1991-11-13,377350553,84.0,Beauty and the Beast,7.5,3029,153010.0,Beauty and the Beast Collection,1991,15.09402212
589,2600000,"Animation, Family",10895,14.202284,1940-02-23,84300000,88.0,Pinocchio,6.9,1412,,,1940,32.42307692307692
590,14000000,"Romance, Comedy",114,13.348451,1990-03-23,463000000,119.0,Pretty Woman,7.0,1807,,,1990,33.07142857142857
591,0,"Comedy, Drama, Fantasy",41043,0.345748,1993-12-01,0,87.0,Window to Paris,6.0,6,,,1993,0.0
592,6244087,"Adventure, Western",576,11.722424,1969-06-17,638641,145.0,The Wild Bunch,7.7,266,,,1969,0.10227932442325034
593,0,"Crime, Thriller",15477,3.40523,1994-11-23,0,101.0,Love and a .45,5.5,15,,,1994,0.0
594,0,"Drama, Foreign, Romance",59146,0.088451,1994-02-05,0,113.0,The Wooden Man's Bride,6.5,1,,,1994,0.0
595,0,,124472,0.076352,1994-09-27,0,60.0,A Great Day in Harlem,7.0,2,,,1994,0.0
596,0,"Comedy, Romance",30528,2.47308,1995-03-16,0,106.0,Bye Bye Love,6.1,20,,,1995,0.0
597,0,"Comedy, Romance",7300,7.009946,1996-12-20,97529550,108.0,One Fine Day,6.1,160,,,1996,0.0
598,0,Horror,10824,4.983552,1995-03-17,13940383,93.0,Candyman: Farewell to the Flesh,5.0,64,98580.0,Candyman Collection,1995,0.0
599,0,"Romance, Drama",261246,1.461029,1993-12-31,0,112.0,Century,5.0,1,,,1993,0.0
600,7000000,"Crime, Drama, Thriller",275,12.61469,1996-04-05,60611975,98.0,Fargo,7.7,2080,,,1996,8.65885357142857
601,0,"Adventure, Comedy, Drama, Family",25059,14.657754,1996-03-08,32709423,89.0,Homeward Bound II: Lost in San Francisco,6.0,105,43058.0,Homeward Bound Collection,1996,0.0
602,9300000,"Animation, Science Fiction",11827,7.640073,1981-08-07,0,90.0,Heavy Metal,6.3,150,141086.0,Heavy Metal Collection,1981,0.0
603,4000000,"Horror, Thriller, Science Fiction",8766,5.263187,1996-03-08,16675000,86.0,Hellraiser: Bloodline,4.9,111,8917.0,Hellraiser Collection,1996,4.16875
604,8000000,"Comedy, Romance",23570,8.174116,1996-05-03,0,97.0,The Pallbearer,4.6,30,,,1996,0.0
605,0,"Drama, Romance",47333,2.420301,1996-02-09,0,112.0,Jane Eyre,7.1,51,,,1996,0.0
606,500000,"Drama, Mystery, Thriller",54850,0.618066,1996-04-12,0,91.0,Loaded,4.0,3,,,1996,0.0
607,0,"Comedy, Foreign",51242,1.306628,1974-05-05,0,100.0,Bread and Chocolate,7.1,10,,,1974,0.0
608,4000000,"Animation, Comedy, Family, Adventure",10112,9.834047,1970-12-23,55675257,78.0,The Aristocats,7.1,1287,,,1970,13.91881425
609,0,"Drama, Romance",4307,2.286788,1995-09-22,0,107.0,The Flower of My Secret,6.9,43,,,1995,0.0
610,0,"Comedy, Romance",46029,1.620174,1996-02-14,0,118.0,Two Much,5.1,24,,,1996,0.0
611,0,"Comedy, Family",32308,5.174212,1996-03-15,0,94.0,Ed,3.6,24,,,1996,0.0
612,0,"Adventure, Drama, Documentary",88893,0.736081,1991-01-01,0,105.0,Scream of Stone,7.5,4,,,1991,0.0
613,0,Drama,52873,0.516924,1993-05-14,0,127.0,My Favorite Season,6.4,4,,,1993,0.0
614,0,,123505,0.173207,1996-09-06,0,90.0,A Modern Affair,5.0,1,,,1996,0.0
615,0,"Thriller, Action, Drama",340210,0.793932,1995-12-08,0,83.0,Condition Red,4.7,3,,,1995,0.0
616,0,"Comedy, Drama",44281,1.983301,1990-01-01,0,98.0,Halfaouine: Boy of the Terraces,7.4,5,,,1990,0.0
617,0,"Comedy, Thriller, Crime, Romance",28121,2.256747,1996-04-04,0,108.0,A Thin Line Between Love and Hate,5.7,15,,,1996,0.0
618,0,"Comedy, Thriller, Crime, Drama",12520,4.619915,1995-09-08,442965,92.0,The Last Supper,6.5,82,,,1995,0.0
619,30000000,"Crime, Drama, Mystery, Thriller",1592,10.326213,1996-04-03,102616183,129.0,Primal Fear,7.4,644,,,1996,3.4205394333333334
